Year,State,state_po,state_fips,state_cen,state_ic,office,candidate_detail,candidate,party_detail,party,writein,candidatevotes,totalvotes
1996,Virginia,VA,51,54,40,US President,"Perot, Ross",Other,reform party,Other,FALSE,159861,2416642
1996,Virginia,VA,51,54,40,US President,"Phillips, Howard",Other,u.s. taxpayers party,Other,FALSE,13687,2416642
1996,Virginia,VA,51,54,40,US President,"Browne, Harry",Other,libertarian,Other,FALSE,9174,2416642
1996,Virginia,VA,51,54,40,US President,"Hagelin, John",Other,natural law,Other,FALSE,4510,2416642
1996,Washington,WA,53,91,73,US President,"Clinton, Bill",Bill Clinton,democrat,Democrat,FALSE,1123323,2253837
1996,Washington,WA,53,91,73,US President,"Dole, Robert",Robert Dole,republican,Republican,FALSE,840712,2253837
1996,Washington,WA,53,91,73,US President,"Perot, Ross",Other,reform party,Other,FALSE,201003,2253837
1996,Washington,WA,53,91,73,US President,,Other,independent,Other,FALSE,62696,2253837
1996,Washington,WA,53,91,73,US President,"Browne, Harry",Other,libertarian,Other,FALSE,12522,2253837
1996,Washington,WA,53,91,73,US President,"Hagelin, John",Other,natural law,Other,FALSE,6076,2253837
1996,Washington,WA,53,91,73,US President,"Phillips, Howard",Other,u.s. taxpayers party,Other,FALSE,4578,2253837
1996,Washington,WA,53,91,73,US President,"Moorehead, Monica",Other,workers world,Other,FALSE,2189,2253837
1996,Washington,WA,53,91,73,US President,"Harris, James",Other,socialist workers,Other,FALSE,738,2253837
1996,West Virginia,WV,54,55,56,US President,"Clinton, Bill",Bill Clinton,democrat,Democrat,FALSE,327812,636459
1996,West Virginia,WV,54,55,56,US President,"Dole, Robert",Robert Dole,republican,Republican,FALSE,233946,636459
1996,West Virginia,WV,54,55,56,US President,"Perot, Ross",Other,reform party,Other,FALSE,71639,636459
1996,West Virginia,WV,54,55,56,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3062,636459
1996,Wisconsin,WI,55,35,25,US President,"Clinton, Bill",Bill Clinton,democrat,Democrat,FALSE,1071971,2196169
1996,Wisconsin,WI,55,35,25,US President,"Dole, Robert",Robert Dole,republican,Republican,FALSE,845029,2196169
1996,Wisconsin,WI,55,35,25,US President,"Perot, Ross",Other,reform party,Other,FALSE,227339,2196169
1996,Wisconsin,WI,55,35,25,US President,,Other,independent,Other,FALSE,32766,2196169
1996,Wisconsin,WI,55,35,25,US President,"Phillips, Howard",Other,u.s. taxpayers party,Other,FALSE,8811,2196169
1996,Wisconsin,WI,55,35,25,US President,"Browne, Harry",Other,libertarian,Other,FALSE,7929,2196169
1996,Wisconsin,WI,55,35,25,US President,Scattering,Other,,Other,FALSE,2324,2196169
1996,Wyoming,WY,56,83,68,US President,"Dole, Robert",Robert Dole,republican,Republican,FALSE,105388,211571
1996,Wyoming,WY,56,83,68,US President,"Clinton, Bill",Bill Clinton,democrat,Democrat,FALSE,77934,211571
1996,Wyoming,WY,56,83,68,US President,"Perot, Ross",Other,independent,Other,FALSE,25928,211571
1996,Wyoming,WY,56,83,68,US President,"Browne, Harry",Other,libertarian,Other,FALSE,1739,211571
1996,Wyoming,WY,56,83,68,US President,"Hagelin, John",Other,natural law,Other,FALSE,582,211571
2000,Alabama,AL,1,63,41,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,941173,1666272
2000,Alabama,AL,1,63,41,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,692611,1666272
2000,Alabama,AL,1,63,41,US President,,Other,independent,Other,FALSE,25896,1666272
2000,Alabama,AL,1,63,41,US President,"Browne, Harry",Other,libertarian,Other,FALSE,5893,1666272
2000,Alabama,AL,1,63,41,US President,,Other,,Other,TRUE,699,1666272
2000,Alaska,AK,2,94,81,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,167398,285560
2000,Alaska,AK,2,94,81,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,79004,285560
2000,Alaska,AK,2,94,81,US President,"Nader, Ralph",Other,green,Other,FALSE,28747,285560
2000,Alaska,AK,2,94,81,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,5192,285560
2000,Alaska,AK,2,94,81,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2636,285560
2000,Alaska,AK,2,94,81,US President,,Other,,Other,TRUE,1068,285560
2000,Alaska,AK,2,94,81,US President,"Hagelin, John",Other,natural law,Other,FALSE,919,285560
2000,Alaska,AK,2,94,81,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,596,285560
2000,Arizona,AZ,4,86,61,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,781652,1532016
2000,Arizona,AZ,4,86,61,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,685341,1532016
2000,Arizona,AZ,4,86,61,US President,"Nader, Ralph",Other,green,Other,FALSE,45645,1532016
2000,Arizona,AZ,4,86,61,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,12373,1532016
2000,Arizona,AZ,4,86,61,US President,"L. Neil, Smith",Other,libertarian,Other,FALSE,5775,1532016
2000,Arizona,AZ,4,86,61,US President,"Hagelin, John",Other,natural law,Other,FALSE,1120,1532016
2000,Arizona,AZ,4,86,61,US President,,Other,,Other,TRUE,110,1532016
2000,Arkansas,AR,5,71,42,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,472940,921781
2000,Arkansas,AR,5,71,42,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,422768,921781
2000,Arkansas,AR,5,71,42,US President,"Nader, Ralph",Other,green,Other,FALSE,13421,921781
2000,Arkansas,AR,5,71,42,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,7358,921781
2000,Arkansas,AR,5,71,42,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2781,921781
2000,Arkansas,AR,5,71,42,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1415,921781
2000,Arkansas,AR,5,71,42,US President,"Hagelin, John",Other,natural law,Other,FALSE,1098,921781
2000,California,CA,6,93,71,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,5861203,10965822
2000,California,CA,6,93,71,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,4567429,10965822
2000,California,CA,6,93,71,US President,"Nader, Ralph",Other,green,Other,FALSE,418707,10965822
2000,California,CA,6,93,71,US President,"Browne, Harry",Other,libertarian,Other,FALSE,45520,10965822
2000,California,CA,6,93,71,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,44987,10965822
2000,California,CA,6,93,71,US President,"Phillips, Howard",Other,american independent party,Other,FALSE,17042,10965822
2000,California,CA,6,93,71,US President,"Hagelin, John",Other,natural law,Other,FALSE,10934,10965822
2000,Colorado,CO,8,84,62,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,883748,1741368
2000,Colorado,CO,8,84,62,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,738227,1741368
2000,Colorado,CO,8,84,62,US President,"Nader, Ralph",Other,green,Other,FALSE,91434,1741368
2000,Colorado,CO,8,84,62,US President,"Browne, Harry",Other,libertarian,Other,FALSE,12799,1741368
2000,Colorado,CO,8,84,62,US President,"Hagelin, John",Other,freedom,Other,FALSE,10465,1741368
2000,Colorado,CO,8,84,62,US President,"Hagelin, John",Other,natural law,Other,FALSE,2240,1741368
2000,Colorado,CO,8,84,62,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1319,1741368
2000,Colorado,CO,8,84,62,US President,"McReynolds, David",Other,socialist,Other,FALSE,712,1741368
2000,Colorado,CO,8,84,62,US President,"Harris, James",Other,socialist workers,Other,FALSE,216,1741368
2000,Colorado,CO,8,84,62,US President,"Dodge, Earl",Other,prohibition,Other,FALSE,208,1741368
2000,Connecticut,CT,9,16,1,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,816015,1459525
2000,Connecticut,CT,9,16,1,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,561094,1459525
2000,Connecticut,CT,9,16,1,US President,"Nader, Ralph",Other,green,Other,FALSE,64452,1459525
2000,Connecticut,CT,9,16,1,US President,"Phillips, Howard",Other,concerned citizens,Other,FALSE,9695,1459525
2000,Connecticut,CT,9,16,1,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,4731,1459525
2000,Connecticut,CT,9,16,1,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3484,1459525
2000,Connecticut,CT,9,16,1,US President,,Other,,Other,TRUE,54,1459525
2000,Delaware,DE,10,51,11,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,180068,327529
2000,Delaware,DE,10,51,11,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,137288,327529
2000,Delaware,DE,10,51,11,US President,"Nader, Ralph",Other,green,Other,FALSE,8307,327529
2000,Delaware,DE,10,51,11,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,777,327529
2000,Delaware,DE,10,51,11,US President,"Browne, Harry",Other,libertarian,Other,FALSE,774,327529
2000,Delaware,DE,10,51,11,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,208,327529
2000,Delaware,DE,10,51,11,US President,"Hagelin, John",Other,natural law,Other,FALSE,107,327529
2000,District of Columbia,DC,11,53,55,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,171923,201894
2000,District of Columbia,DC,11,53,55,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,18073,201894
2000,District of Columbia,DC,11,53,55,US President,"Nader, Ralph",Other,green,Other,FALSE,10576,201894
2000,District of Columbia,DC,11,53,55,US President,"Browne, Harry",Other,libertarian,Other,FALSE,669,201894
2000,District of Columbia,DC,11,53,55,US President,,Other,,Other,TRUE,539,201894
2000,District of Columbia,DC,11,53,55,US President,"Harris, James",Other,socialist workers,Other,FALSE,114,201894
2000,Florida,FL,12,59,43,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,2912790,5963110
2000,Florida,FL,12,59,43,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,2912253,5963110
2000,Florida,FL,12,59,43,US President,"Nader, Ralph",Other,green,Other,FALSE,97488,5963110
2000,Florida,FL,12,59,43,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,17484,5963110
2000,Florida,FL,12,59,43,US President,"Browne, Harry",Other,libertarian,Other,FALSE,16415,5963110
2000,Florida,FL,12,59,43,US President,"Hagelin, John",Other,natural law,Other,FALSE,2281,5963110
2000,Florida,FL,12,59,43,US President,"Moorehead, Monica",Other,workers world,Other,FALSE,1804,5963110
2000,Florida,FL,12,59,43,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1371,5963110
2000,Florida,FL,12,59,43,US President,"McReynolds, David",Other,socialist,Other,FALSE,622,5963110
2000,Florida,FL,12,59,43,US President,"Harris, James",Other,socialist workers,Other,FALSE,562,5963110
2000,Florida,FL,12,59,43,US President,,Other,,Other,TRUE,40,5963110
2000,Georgia,GA,13,58,44,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1419720,2583208
2000,Georgia,GA,13,58,44,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,1116230,2583208
2000,Georgia,GA,13,58,44,US President,"Browne, Harry",Other,libertarian,Other,FALSE,36332,2583208
2000,Georgia,GA,13,58,44,US President,"Buchanan, Patrick """"Pat""""",Other,independent,Other,FALSE,10926,2583208
2000,Hawaii,HI,15,95,82,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,205286,367951
2000,Hawaii,HI,15,95,82,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,137845,367951
2000,Hawaii,HI,15,95,82,US President,"Nader, Ralph",Other,green,Other,FALSE,21623,367951
2000,Hawaii,HI,15,95,82,US President,"Browne, Harry",Other,libertarian,Other,FALSE,1477,367951
2000,Hawaii,HI,15,95,82,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,1071,367951
2000,Hawaii,HI,15,95,82,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,343,367951
2000,Hawaii,HI,15,95,82,US President,"Hagelin, John",Other,natural law,Other,FALSE,306,367951
2000,Idaho,ID,16,82,63,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,336937,501615
2000,Idaho,ID,16,82,63,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,138637,501615
2000,Idaho,ID,16,82,63,US President,"Nader, Ralph",Other,green,Other,TRUE,12292,501615
2000,Idaho,ID,16,82,63,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,7615,501615
2000,Idaho,ID,16,82,63,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3488,501615
2000,Idaho,ID,16,82,63,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1469,501615
2000,Idaho,ID,16,82,63,US President,"Hagelin, John",Other,natural law,Other,FALSE,1177,501615
2000,Illinois,IL,17,33,21,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,2589026,4742108
2000,Illinois,IL,17,33,21,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,2019421,4742108
2000,Illinois,IL,17,33,21,US President,"Nader, Ralph",Other,green,Other,FALSE,103759,4742108
2000,Illinois,IL,17,33,21,US President,,Other,independent,Other,FALSE,16106,4742108
2000,Illinois,IL,17,33,21,US President,"Browne, Harry",Other,libertarian,Other,FALSE,11623,4742108
2000,Illinois,IL,17,33,21,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,2127,4742108
2000,Illinois,IL,17,33,21,US President,,Other,,Other,TRUE,46,4742108
2000,Indiana,IN,18,32,22,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1245836,2199302
2000,Indiana,IN,18,32,22,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,901980,2199302
2000,Indiana,IN,18,32,22,US President,,Other,,Other,TRUE,18997,2199302
2000,Indiana,IN,18,32,22,US President,"Buchanan, Patrick """"Pat""""",Other,independent,Other,FALSE,16959,2199302
2000,Indiana,IN,18,32,22,US President,"Browne, Harry",Other,libertarian,Other,FALSE,15530,2199302
2000,Iowa,IA,19,42,31,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,638517,1353022
2000,Iowa,IA,19,42,31,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,634373,1353022
2000,Iowa,IA,19,42,31,US President,,Other,independent,Other,FALSE,37459,1353022
2000,Iowa,IA,19,42,31,US President,"Nader, Ralph",Other,green,Other,FALSE,29374,1353022
2000,Iowa,IA,19,42,31,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,5731,1353022
2000,Iowa,IA,19,42,31,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3209,1353022
2000,Iowa,IA,19,42,31,US President,"Hagelin, John",Other,nominated by petition,Other,FALSE,2281,1353022
2000,Iowa,IA,19,42,31,US President,Scattering,Other,,Other,FALSE,1168,1353022
2000,Iowa,IA,19,42,31,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,613,1353022
2000,Iowa,IA,19,42,31,US President,"Harris, James",Other,socialist workers,Other,FALSE,190,1353022
2000,Iowa,IA,19,42,31,US President,"McReynolds, David",Other,socialist,Other,FALSE,107,1353022
2000,Kansas,KS,20,47,32,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,622332,1072216
2000,Kansas,KS,20,47,32,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,399276,1072216
2000,Kansas,KS,20,47,32,US President,,Other,independent,Other,FALSE,37459,1072216
2000,Kansas,KS,20,47,32,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,7370,1072216
2000,Kansas,KS,20,47,32,US President,"Browne, Harry",Other,libertarian,Other,FALSE,4525,1072216
2000,Kansas,KS,20,47,32,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1254,1072216
2000,Kentucky,KY,21,61,51,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,872520,1544106
2000,Kentucky,KY,21,61,51,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,638923,1544106
2000,Kentucky,KY,21,61,51,US President,"Nader, Ralph",Other,green,Other,FALSE,23118,1544106
2000,Kentucky,KY,21,61,51,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,4152,1544106
2000,Kentucky,KY,21,61,51,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2885,1544106
2000,Kentucky,KY,21,61,51,US President,"Hagelin, John",Other,natural law,Other,FALSE,1513,1544106
2000,Kentucky,KY,21,61,51,US President,,Other,constitution party,Other,FALSE,915,1544106
2000,Kentucky,KY,21,61,51,US President,,Other,,Other,TRUE,80,1544106
2000,Louisiana,LA,22,72,45,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,927871,1765656
2000,Louisiana,LA,22,72,45,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,792344,1765656
2000,Louisiana,LA,22,72,45,US President,"Nader, Ralph",Other,green,Other,FALSE,20473,1765656
2000,Louisiana,LA,22,72,45,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,14356,1765656
2000,Louisiana,LA,22,72,45,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,5483,1765656
2000,Louisiana,LA,22,72,45,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2951,1765656
2000,Louisiana,LA,22,72,45,US President,"Harris, James",Other,socialist workers,Other,FALSE,1103,1765656
2000,Louisiana,LA,22,72,45,US President,"Hagelin, John",Other,natural law,Other,FALSE,1075,1765656
2000,Maine,ME,23,11,2,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,319951,651817
2000,Maine,ME,23,11,2,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,286616,651817
2000,Maine,ME,23,11,2,US President,"Nader, Ralph",Other,green,Other,FALSE,37127,651817
2000,Maine,ME,23,11,2,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,4443,651817
2000,Maine,ME,23,11,2,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3074,651817
2000,Maine,ME,23,11,2,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,579,651817
2000,Maine,ME,23,11,2,US President,Other,Other,,Other,FALSE,27,651817
2000,Maryland,MD,24,52,52,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,1144008,2025212
2000,Maryland,MD,24,52,52,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,813827,2025212
2000,Maryland,MD,24,52,52,US President,"Nader, Ralph",Other,green,Other,FALSE,53768,2025212
2000,Maryland,MD,24,52,52,US President,"Browne, Harry",Other,libertarian,Other,FALSE,5310,2025212
2000,Maryland,MD,24,52,52,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,4248,2025212
2000,Maryland,MD,24,52,52,US President,,Other,,Other,TRUE,1656,2025212
2000,Maryland,MD,24,52,52,US President,Other,Other,,Other,FALSE,1477,2025212
2000,Maryland,MD,24,52,52,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,918,2025212
2000,Massachusetts,MA,25,14,3,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,1616487,2733964
2000,Massachusetts,MA,25,14,3,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,878502,2733964
2000,Massachusetts,MA,25,14,3,US President,"Nader, Ralph",Other,green,Other,FALSE,173564,2733964
2000,Massachusetts,MA,25,14,3,US President,Blank Vote/Scattering,Other,,Other,FALSE,31022,2733964
2000,Massachusetts,MA,25,14,3,US President,"Browne, Harry",Other,libertarian,Other,FALSE,16366,2733964
2000,Massachusetts,MA,25,14,3,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,11149,2733964
2000,Massachusetts,MA,25,14,3,US President,Other,Other,,Other,FALSE,3990,2733964
2000,Massachusetts,MA,25,14,3,US President,"Hagelin, John",Other,unenrolled,Other,FALSE,2884,2733964
2000,Michigan,MI,26,34,23,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,2170418,4232501
2000,Michigan,MI,26,34,23,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1953139,4232501
2000,Michigan,MI,26,34,23,US President,"Nader, Ralph",Other,green,Other,FALSE,84165,4232501
2000,Michigan,MI,26,34,23,US President,"Browne, Harry",Other,libertarian,Other,FALSE,16711,4232501
2000,Michigan,MI,26,34,23,US President,"Phillips, Howard",Other,u.s. taxpayers party,Other,FALSE,3791,4232501
2000,Michigan,MI,26,34,23,US President,"Hagelin, John",Other,natural law,Other,FALSE,2426,4232501
2000,Michigan,MI,26,34,23,US President,,Other,,Other,TRUE,1851,4232501
2000,Minnesota,MN,27,41,33,US President,"Gore, Al",Al Gore,democratic-farmer-labor,Democrat,FALSE,1168266,2438685
2000,Minnesota,MN,27,41,33,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1109659,2438685
2000,Minnesota,MN,27,41,33,US President,"Nader, Ralph",Other,green,Other,FALSE,126696,2438685
2000,Minnesota,MN,27,41,33,US President,"Buchanan, Patrick """"Pat""""",Other,reform party minnesota,Other,FALSE,22166,2438685
2000,Minnesota,MN,27,41,33,US President,"Browne, Harry",Other,libertarian,Other,FALSE,5282,2438685
2000,Minnesota,MN,27,41,33,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,3272,2438685
2000,Minnesota,MN,27,41,33,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,2294,2438685
2000,Minnesota,MN,27,41,33,US President,"Harris, James",Other,socialist workers,Other,FALSE,1022,2438685
2000,Minnesota,MN,27,41,33,US President,,Other,,Other,TRUE,28,2438685
2000,Mississippi,MS,28,64,46,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,572844,994184
2000,Mississippi,MS,28,64,46,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,404614,994184
2000,Mississippi,MS,28,64,46,US President,,Other,independent,Other,FALSE,8735,994184
2000,Mississippi,MS,28,64,46,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,3267,994184
2000,Mississippi,MS,28,64,46,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,2265,994184
2000,Mississippi,MS,28,64,46,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2009,994184
2000,Mississippi,MS,28,64,46,US President,"Hagelin, John",Other,natural law,Other,FALSE,450,994184
2000,Missouri,MO,29,43,34,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1189924,2359892
2000,Missouri,MO,29,43,34,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,1111138,2359892
2000,Missouri,MO,29,43,34,US President,"Nader, Ralph",Other,green,Other,FALSE,38515,2359892
2000,Missouri,MO,29,43,34,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,9818,2359892
2000,Missouri,MO,29,43,34,US President,"Browne, Harry",Other,libertarian,Other,FALSE,7436,2359892
2000,Missouri,MO,29,43,34,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1957,2359892
2000,Missouri,MO,29,43,34,US President,"Hagelin, John",Other,natural law,Other,FALSE,1104,2359892
2000,Montana,MT,30,81,64,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,240178,410986
2000,Montana,MT,30,81,64,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,137126,410986
2000,Montana,MT,30,81,64,US President,"Nader, Ralph",Other,green,Other,FALSE,24437,410986
2000,Montana,MT,30,81,64,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,5697,410986
2000,Montana,MT,30,81,64,US President,"Browne, Harry",Other,libertarian,Other,FALSE,1718,410986
2000,Montana,MT,30,81,64,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,1155,410986
2000,Montana,MT,30,81,64,US President,"Hagelin, John",Other,natural law,Other,FALSE,675,410986
2000,Nebraska,NE,31,46,35,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,433862,697019
2000,Nebraska,NE,31,46,35,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,231780,697019
2000,Nebraska,NE,31,46,35,US President,"Nader, Ralph",Other,green,Other,FALSE,24540,697019
2000,Nebraska,NE,31,46,35,US President,,Other,nominated by petition,Other,FALSE,4114,697019
2000,Nebraska,NE,31,46,35,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2245,697019
2000,Nebraska,NE,31,46,35,US President,,Other,natural law,Other,FALSE,478,967019
2000,Nevada,NV,32,88,65,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,301575,609426
2000,Nevada,NV,32,88,65,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,279978,609426
2000,Nevada,NV,32,88,65,US President,"Nader, Ralph",Other,green,Other,FALSE,15008,609426
2000,Nevada,NV,32,88,65,US President,"Buchanan, Patrick """"Pat""""",Other,citizens first,Other,FALSE,4747,609426
2000,Nevada,NV,32,88,65,US President,None Of These Candidates,Other,,Other,FALSE,3315,609426
2000,Nevada,NV,32,88,65,US President,"Browne, Harry",Other,libertarian,Other,FALSE,3311,609426
2000,Nevada,NV,32,88,65,US President,"Phillips, Howard",Other,independent american,Other,FALSE,621,609426
2000,Nevada,NV,32,88,65,US President,"Hagelin, John",Other,natural law,Other,FALSE,415,609426
2000,Nevada,NV,32,88,65,US President,Blank Vote,Other,,Other,FALSE,282,609426
2000,Nevada,NV,32,88,65,US President,Over Vote,Other,,Other,FALSE,174,609426
2000,New Hampshire,NH,33,12,4,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,273559,569081
2000,New Hampshire,NH,33,12,4,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,266348,569081
2000,New Hampshire,NH,33,12,4,US President,"Nader, Ralph",Other,green,Other,FALSE,22198,569081
2000,New Hampshire,NH,33,12,4,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2757,569081
2000,New Hampshire,NH,33,12,4,US President,"Buchanan, Patrick """"Pat""""",Other,independence,Other,FALSE,2615,569081
2000,New Hampshire,NH,33,12,4,US President,,Other,,Other,TRUE,1276,569081
2000,New Hampshire,NH,33,12,4,US President,,Other,constitution party,Other,FALSE,328,569081
2000,New Jersey,NJ,34,22,12,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,1788850,3187226
2000,New Jersey,NJ,34,22,12,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,1284173,3187226
2000,New Jersey,NJ,34,22,12,US President,,Other,independent,Other,FALSE,114203,3187226
2000,New Mexico,NM,35,85,66,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,286783,598605
2000,New Mexico,NM,35,85,66,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,286417,598605
2000,New Mexico,NM,35,85,66,US President,"Nader, Ralph",Other,green,Other,FALSE,21251,598605
2000,New Mexico,NM,35,85,66,US President,"Browne, Harry",Other,libertarian,Other,FALSE,2058,598605
2000,New Mexico,NM,35,85,66,US President,"Buchanan, Patrick """"Pat""""",Other,reform party,Other,FALSE,1392,598605
2000,New Mexico,NM,35,85,66,US President,"Hagelin, John",Other,natural law,Other,FALSE,361,598605
2000,New Mexico,NM,35,85,66,US President,"Phillips, Howard",Other,constitution party,Other,FALSE,343,598605
2000,New York,NY,36,21,13,US President,"Gore, Al",Al Gore,democrat,Democrat,FALSE,3942215,6960215
2000,New York,NY,36,21,13,US President,"Bush, George W.",George W. Bush,republican,Republican,FALSE,2258577,6960215
2000,New York,NY,36,21,13,US President,"Nader, Ralph",Other,green,Other,FALSE,244030,6960215
2000,New York,NY,36,21,13,US President,"Bush, George W.",Other,conservative,Other,FALSE,144797,6960215
2000,New York,NY,36,21,13,US President,Blank Vote/Scattering,Other,,Other,FALSE,138216,6960215
2000,New York,NY,36,21,13,US President,"Gore, Al",Other,working families,Other,FALSE,88395,6960215
